asset_id,asset_name,device_type,manufacturer,purchase_year,warranty_status,location
AST00822,ONLY-9035,Tablet,Lenovo,2023,Expired,Mumbai
AST00823,TOTAL-2622,Tablet,Dell,2024,Active,Hyderabad
AST00824,POSITIVE-3321,Printer,HP,2020,Active,Mumbai
AST00825,PAPER-6882,Printer,HP,2023,Expired,Bangalore
AST00826,SUCCESSFUL-5177,Printer,Apple,2023,Active,Kolkata
AST00827,WINDOW-2364,Printer,Acer,2022,Expired,Chennai
AST00828,NEXT-4338,Laptop,Acer,2023,Expired,Mumbai
AST00829,WILL-7097,Mobile,Acer,2024,Active,Kolkata
AST00830,COVER-3514,Printer,Apple,2025,Expired,Hyderabad
AST00831,PRODUCT-5055,Laptop,Lenovo,2023,Active,Bangalore
AST00832,MODEL-9984,Server,Dell,2024,Expired,Bangalore
AST00833,NEWSPAPER-6464,Printer,HP,2021,Active,Delhi
AST00834,ABOUT-2604,Server,HP,2019,Expired,Bangalore
AST00835,CHURCH-3023,Desktop,Asus,2025,Expired,Noida
AST00836,AGAIN-9666,Printer,Acer,2019,Expired,Delhi
AST00837,GENERATION-2623,Laptop,HP,2023,Expired,Kolkata
AST00838,SPECIAL-6655,Tablet,Acer,2020,Expired,Noida
AST00839,ROAD-3090,Printer,Dell,2023,Active,Chennai
AST00840,SPEECH-7206,Mobile,Acer,2020,Expired,Hyderabad
AST00841,ONCE-7064,Tablet,HP,2024,Expired,Noida
AST00842,KIND-8191,Printer,Apple,2020,Expired,Delhi
AST00843,OUT-9529,Tablet,HP,2022,Expired,Bangalore
AST00844,GROWTH-7660,Printer,Dell,2021,Active,Bangalore
AST00845,ABILITY-4932,Laptop,HP,2024,Active,Bangalore
AST00846,MEDICAL-5683,Mobile,Apple,2024,Active,Kolkata
AST00847,DAUGHTER-9334,Tablet,HP,2024,Expired,Noida
AST00848,CULTURE-9722,Tablet,Dell,2023,Expired,Hyderabad
AST00849,BOY-4115,Tablet,Dell,2023,Expired,Pune
AST00850,SIGNIFICANT-9652,Tablet,Asus,2020,Active,Noida
AST00851,FOLLOW-9577,Desktop,HP,2020,Active,Pune
AST00852,SET-3184,Mobile,Lenovo,2025,Active,Kolkata
AST00853,SOUTH-7211,Desktop,Lenovo,2022,Active,Pune
AST00854,LARGE-5092,Mobile,Dell,2024,Expired,Delhi
AST00855,ENTER-5809,Printer,HP,2022,Active,Kolkata
AST00856,SAFE-5994,Tablet,Asus,2020,Active,Noida
AST00857,SUMMER-8999,Laptop,Lenovo,2023,Active,Noida
AST00858,EXPERT-5888,Printer,Dell,2021,Active,Pune
AST00859,PEACE-4050,Server,Lenovo,2024,Active,Bangalore
AST00860,DECISION-9061,Desktop,Dell,2022,Active,Kolkata
AST00861,PRODUCTION-8985,Laptop,HP,2019,Expired,Mumbai
AST00862,INTEREST-7477,Printer,Lenovo,2022,Expired,Kolkata
AST00863,RELATIONSHIP-9788,Printer,Dell,2020,Expired,Noida
AST00864,THOUSAND-3291,Printer,Acer,2020,Expired,Hyderabad
AST00865,PLAY-4251,Laptop,HP,2021,Expired,Hyderabad
AST00866,OTHER-7464,Server,Acer,2020,Expired,Hyderabad
AST00867,ORGANIZATION-4260,Server,Acer,2020,Expired,Bangalore
AST00868,HEAVY-9012,Mobile,Apple,2022,Active,Pune
AST00869,BIG-7551,Mobile,Acer,2025,Expired,Chennai
AST00870,HUSBAND-2767,Laptop,HP,2019,Active,Pune
AST00871,MARRIAGE-1223,Tablet,HP,2023,Active,Pune
AST00872,PROBABLY-1131,Server,Apple,2022,Expired,Delhi
AST00873,DEAL-2353,Server,HP,2022,Active,Chennai
AST00874,VOICE-5606,Laptop,Lenovo,2020,Active,Kolkata
AST00875,ELECTION-8764,Tablet,Dell,2020,Active,Mumbai
AST00876,GARDEN-3436,Desktop,Dell,2025,Active,Kolkata
AST00877,ANSWER-5486,Desktop,HP,2019,Expired,Hyderabad
AST00878,TOWARD-4270,Laptop,Dell,2023,Expired,Kolkata
AST00879,GREAT-6020,Tablet,Acer,2023,Active,Mumbai
AST00880,HEAVY-7980,Server,Dell,2021,Expired,Hyderabad
AST00881,MARKET-2803,Printer,Lenovo,2021,Expired,Pune
AST00882,SONG-7849,Desktop,Lenovo,2024,Active,Chennai
AST00883,EFFECT-1008,Laptop,Acer,2019,Expired,Mumbai
AST00884,NO-8734,Printer,Asus,2021,Active,Kolkata
AST00885,GOAL-5133,Server,Lenovo,2020,Expired,Delhi
AST00886,MIND-2587,Tablet,Dell,2019,Active,Pune
AST00887,DRIVE-6920,Tablet,Asus,2021,Expired,Mumbai
AST00888,LAWYER-5521,Desktop,Asus,2024,Expired,Bangalore
AST00889,OR-3137,Tablet,Acer,2019,Active,Hyderabad
AST00890,ADMIT-4120,Desktop,Acer,2023,Expired,Bangalore
AST00891,ROAD-9955,Mobile,Lenovo,2019,Expired,Noida
AST00892,BALL-4309,Mobile,Acer,2025,Active,Hyderabad
AST00893,BOARD-4140,Server,Asus,2020,Expired,Pune
AST00894,OTHER-8347,Tablet,Acer,2021,Active,Kolkata
AST00895,WAR-8910,Server,Asus,2019,Active,Chennai
AST00896,CERTAIN-5491,Tablet,HP,2023,Expired,Hyderabad
AST00897,DURING-1996,Tablet,HP,2023,Expired,Noida
AST00898,ITEM-9723,Mobile,Dell,2024,Active,Noida
AST00899,TRIAL-9344,Server,Asus,2025,Expired,Kolkata
AST00900,ANIMAL-5448,Desktop,HP,2023,Active,Chennai
AST00901,DEMOCRATIC-4568,Mobile,Acer,2023,Active,Noida
AST00902,MANAGE-9602,Printer,Lenovo,2023,Active,Delhi
AST00903,ITSELF-5399,Mobile,Dell,2024,Active,Mumbai
AST00904,NOR-9741,Desktop,Lenovo,2019,Active,Chennai
AST00905,SINGLE-3178,Printer,Dell,2021,Active,Mumbai
AST00906,BABY-2903,Laptop,Acer,2023,Expired,Pune
AST00907,BOARD-2363,Tablet,Asus,2021,Expired,Chennai
AST00908,RESPONSIBILITY-5831,Printer,Dell,2022,Active,Pune
AST00909,OFFICIAL-5582,Desktop,Lenovo,2020,Active,Bangalore
AST00910,LET-7258,Tablet,Lenovo,2024,Active,Noida
AST00911,SERIOUS-6312,Printer,HP,2020,Expired,Chennai
AST00912,CENTRAL-4796,Tablet,Acer,2022,Expired,Pune
AST00913,DO-8848,Laptop,Apple,2020,Active,Noida
AST00914,SING-3885,Desktop,Asus,2020,Expired,Chennai
AST00915,DIFFICULT-5621,Laptop,Lenovo,2024,Active,Chennai
AST00916,DISCOVER-7458,Tablet,Asus,2025,Active,Bangalore
AST00917,HOSPITAL-2180,Server,HP,2020,Expired,Kolkata
AST00918,BILL-9630,Desktop,Acer,2019,Active,Bangalore
AST00919,ALTHOUGH-7291,Laptop,Dell,2022,Active,Hyderabad
AST00920,ESTABLISH-5068,Laptop,Lenovo,2020,Active,Hyderabad
AST00921,ACTIVITY-1153,Laptop,Asus,2025,Expired,Bangalore
AST00922,WHY-3281,Server,Asus,2020,Expired,Chennai
AST00923,PEOPLE-6435,Server,HP,2021,Active,Hyderabad
AST00924,ISSUE-5382,Tablet,Asus,2023,Active,Hyderabad
AST00925,CAMERA-1729,Laptop,Asus,2025,Expired,Bangalore
AST00926,FAST-7804,Desktop,Dell,2023,Active,Hyderabad
AST00927,QUESTION-7998,Server,HP,2020,Expired,Delhi
AST00928,PER-7303,Tablet,Acer,2020,Active,Noida
AST00929,VOICE-2804,Desktop,Dell,2020,Expired,Pune
AST00930,LISTEN-6467,Laptop,Lenovo,2019,Active,Hyderabad
AST00931,WALK-3475,Desktop,Apple,2023,Expired,Chennai
AST00932,DETERMINE-7967,Desktop,Acer,2024,Expired,Delhi
AST00933,BETTER-2702,Printer,Apple,2021,Expired,Delhi
AST00934,GROW-2251,Laptop,HP,2025,Active,Pune
AST00935,WIND-7399,Server,Acer,2020,Expired,Bangalore
AST00936,ECONOMIC-8003,Tablet,Lenovo,2019,Active,Bangalore
AST00937,POPULATION-3089,Desktop,Apple,2021,Expired,Pune
AST00938,BY-7944,Server,Acer,2022,Expired,Pune
AST00939,BETTER-5028,Server,Apple,2020,Expired,Noida
AST00940,SUPPORT-9785,Desktop,Apple,2023,Active,Kolkata
AST00941,ENOUGH-4593,Tablet,Dell,2023,Active,Pune
AST00942,STRONG-4330,Laptop,Lenovo,2019,Expired,Chennai
AST00943,PIECE-1976,Printer,Lenovo,2019,Active,Delhi
AST00944,NOT-3361,Mobile,Apple,2022,Active,Mumbai
AST00945,SKIN-4679,Laptop,Acer,2025,Active,Bangalore
AST00946,PROFESSIONAL-3344,Server,Acer,2024,Active,Kolkata
AST00947,WRITER-1886,Tablet,Dell,2021,Active,Noida
AST00948,SORT-3591,Laptop,HP,2025,Expired,Chennai
AST00949,EFFECT-5014,Laptop,Dell,2019,Expired,Chennai
AST00950,ANOTHER-3988,Server,Acer,2025,Active,Delhi
AST00951,MAYBE-7742,Tablet,Lenovo,2022,Expired,Hyderabad
AST00952,RISK-2822,Desktop,Dell,2021,Active,Chennai
AST00953,FACTOR-3627,Laptop,Apple,2023,Expired,Noida
AST00954,NUMBER-5227,Mobile,Asus,2023,Expired,Mumbai
AST00955,COMPUTER-3569,Printer,Dell,2022,Expired,Chennai
AST00956,REALLY-4471,Server,Asus,2024,Active,Mumbai
AST00957,SOMETIMES-4009,Tablet,Asus,2022,Active,Noida
AST00958,SAFE-6131,Tablet,Acer,2022,Expired,Kolkata
AST00959,SHOULDER-1895,Printer,Acer,2020,Expired,Mumbai
AST00960,ACCORDING-2776,Laptop,Dell,2021,Expired,Pune
AST00961,WITH-4924,Printer,HP,2019,Active,Bangalore
AST00962,THOUSAND-1179,Printer,HP,2020,Active,Hyderabad
AST00963,MIGHT-5410,Laptop,Asus,2020,Active,Noida
AST00964,TECHNOLOGY-1787,Printer,Dell,2019,Expired,Hyderabad
AST00965,DIRECTION-5626,Server,Asus,2021,Active,Pune
AST00966,STUFF-7400,Tablet,Lenovo,2025,Active,Bangalore
AST00967,ITS-7672,Tablet,Asus,2021,Active,Chennai
AST00968,VERY-7260,Server,Asus,2019,Active,Delhi
AST00969,GIVE-3482,Tablet,Apple,2020,Active,Bangalore
AST00970,BLACK-4794,Desktop,Acer,2024,Active,Chennai
AST00971,BEHAVIOR-9459,Tablet,Asus,2023,Expired,Noida
AST00972,MOST-3149,Printer,Lenovo,2025,Expired,Kolkata
AST00973,PASS-7350,Desktop,HP,2019,Active,Chennai
AST00974,DROP-9151,Laptop,Dell,2023,Active,Delhi
AST00975,WISH-2428,Server,Dell,2023,Expired,Pune
AST00976,PARENT-5843,Desktop,Dell,2020,Expired,Pune
AST00977,FALL-2461,Laptop,HP,2021,Expired,Delhi
AST00978,A-5194,Server,Acer,2022,Active,Bangalore
AST00979,LATE-8999,Laptop,Lenovo,2023,Expired,Kolkata
AST00980,SAME-3113,Server,Lenovo,2022,Expired,Pune
AST00981,HAPPY-7769,Mobile,Apple,2019,Expired,Hyderabad
AST00982,WORRY-1934,Tablet,HP,2023,Active,Chennai
AST00983,HEAVY-2725,Printer,Apple,2025,Active,Kolkata
AST00984,SOME-2195,Desktop,Apple,2025,Expired,Bangalore
AST00985,LOCAL-8632,Server,Acer,2021,Expired,Bangalore
AST00986,ONLY-3953,Tablet,Dell,2019,Expired,Kolkata
AST00987,SAFE-7578,Printer,Dell,2020,Expired,Pune
AST00988,COMMUNITY-8967,Desktop,Acer,2023,Expired,Bangalore
AST00989,AGREEMENT-8447,Laptop,Asus,2021,Active,Noida
AST00990,SINGLE-4497,Printer,Asus,2020,Active,Kolkata
AST00991,BILL-6922,Server,Apple,2019,Active,Hyderabad
AST00992,PRODUCT-1375,Tablet,Apple,2020,Expired,Delhi
AST00993,OWNER-3885,Laptop,HP,2024,Active,Delhi
AST00994,AGAINST-2338,Printer,Acer,2022,Expired,Kolkata
AST00995,REGION-4507,Tablet,Lenovo,2023,Active,Hyderabad
AST00996,FACE-8021,Printer,Lenovo,2019,Active,Mumbai
AST00997,DATA-7866,Server,Apple,2021,Active,Kolkata
AST00998,CONSIDER-7375,Laptop,Asus,2021,Active,Bangalore
AST00999,TEST-3369,Printer,Acer,2024,Expired,Hyderabad
AST01000,CLOSE-8514,Desktop,Apple,2020,Expired,Bangalore
AST01001,EAST-7658,Printer,Asus,2025,Active,Noida
AST01002,SING-3059,Tablet,Apple,2025,Active,Hyderabad
AST01003,ANSWER-4074,Server,Acer,2020,Active,Kolkata
AST01004,SIGNIFICANT-6703,Desktop,HP,2020,Active,Pune
AST01005,COUNTRY-6960,Laptop,Lenovo,2025,Expired,Bangalore
AST01006,DEAL-9177,Tablet,Apple,2024,Expired,Kolkata
AST01007,THEIR-6770,Mobile,Apple,2021,Expired,Bangalore
AST01008,DETERMINE-8517,Server,Lenovo,2020,Active,Chennai
AST01009,DECADE-8141,Server,Lenovo,2023,Expired,Delhi
AST01010,CAUSE-2625,Laptop,Dell,2024,Active,Hyderabad
AST01011,FIND-7738,Laptop,Apple,2023,Active,Noida
AST01012,MAGAZINE-1534,Tablet,Lenovo,2023,Expired,Mumbai
AST01013,ASK-8448,Mobile,Apple,2020,Active,Mumbai
AST01014,RECENTLY-8693,Laptop,Lenovo,2025,Expired,Kolkata
AST01015,LISTEN-7484,Laptop,Lenovo,2025,Active,Delhi
AST01016,DRAW-5333,Printer,Apple,2021,Active,Hyderabad
AST01017,PRESENT-1535,Laptop,Dell,2022,Active,Pune
AST01018,CENTER-9502,Tablet,Asus,2025,Expired,Pune
AST01019,ALMOST-8045,Desktop,Asus,2020,Expired,Mumbai
AST01020,BUY-7444,Laptop,Asus,2023,Expired,Chennai
AST01021,SHE-7396,Tablet,HP,2024,Expired,Pune
AST01022,WHILE-3595,Server,HP,2023,Active,Chennai
AST01023,SHAKE-2939,Tablet,Asus,2023,Expired,Delhi
AST01024,DEMOCRATIC-3605,Printer,HP,2025,Active,Bangalore
AST01025,HIT-8166,Laptop,Acer,2019,Active,Hyderabad
AST01026,PRODUCT-9907,Laptop,Asus,2023,Expired,Hyderabad
AST01027,SOMETHING-3138,Server,Acer,2024,Expired,Chennai
AST01028,UP-4633,Printer,HP,2020,Active,Kolkata
AST01029,SORT-5267,Tablet,Dell,2025,Expired,Bangalore
AST01030,FIRM-1379,Tablet,Asus,2020,Active,Bangalore
AST01031,THEY-3010,Laptop,HP,2022,Expired,Delhi
AST01032,RIGHT-2520,Laptop,Apple,2020,Expired,Mumbai
AST01033,LAY-2649,Server,Dell,2022,Expired,Bangalore
AST01034,CLASS-2250,Desktop,Acer,2022,Expired,Kolkata
AST01035,RISE-8387,Desktop,HP,2021,Expired,Hyderabad
AST01036,AT-1515,Laptop,Lenovo,2020,Expired,Noida
AST01037,THESE-9953,Laptop,HP,2023,Expired,Bangalore
AST01038,WEAR-1484,Mobile,Dell,2020,Active,Mumbai
AST01039,COLD-6978,Laptop,HP,2025,Active,Pune
AST01040,MATTER-4600,Laptop,Acer,2020,Active,Delhi
AST01041,HUMAN-8890,Desktop,Dell,2021,Expired,Delhi
AST01042,ACCOUNT-9123,Server,Asus,2022,Expired,Mumbai
AST01043,CONGRESS-3833,Desktop,Acer,2021,Expired,Kolkata
AST01044,HOUSE-6105,Desktop,HP,2019,Expired,Kolkata
AST01045,ALREADY-7942,Mobile,Acer,2022,Expired,Pune
AST01046,NO-2762,Mobile,Apple,2023,Expired,Mumbai
AST01047,CONTINUE-6782,Printer,Acer,2023,Active,Noida
AST01048,RETURN-1553,Mobile,Lenovo,2020,Expired,Delhi
AST01049,THREAT-9691,Printer,Apple,2023,Active,Bangalore
AST01050,WALK-6286,Server,HP,2020,Expired,Mumbai
AST01051,KITCHEN-4525,Tablet,Lenovo,2019,Expired,Chennai
AST01052,BOY-6151,Laptop,Dell,2025,Expired,Hyderabad
AST01053,BECOME-6388,Desktop,Apple,2024,Expired,Mumbai
AST01054,SOUTH-2085,Server,Lenovo,2023,Active,Mumbai
AST01055,COACH-5555,Tablet,Asus,2019,Active,Kolkata
AST01056,DEVELOPMENT-8130,Printer,Lenovo,2024,Active,Mumbai
AST01057,BABY-9092,Server,Dell,2019,Expired,Kolkata
AST01058,CLASS-3033,Server,HP,2019,Expired,Kolkata
AST01059,JUST-1348,Printer,Dell,2020,Active,Noida
AST01060,BOY-3147,Server,Dell,2021,Active,Pune
AST01061,LEARN-1266,Laptop,Apple,2024,Active,Kolkata
AST01062,DROP-5931,Printer,Lenovo,2024,Expired,Kolkata
AST01063,SCENE-6131,Server,Asus,2019,Active,Kolkata
AST01064,TAX-8447,Server,Acer,2021,Active,Pune
AST01065,COMPARE-2683,Laptop,HP,2023,Active,Hyderabad
AST01066,EXACTLY-2722,Printer,Acer,2020,Expired,Mumbai
AST01067,SELL-2442,Desktop,Acer,2020,Expired,Hyderabad
AST01068,NATURE-1860,Printer,Dell,2024,Active,Hyderabad
AST01069,SELL-2229,Printer,Lenovo,2021,Expired,Delhi
AST01070,ONE-3790,Desktop,Asus,2024,Expired,Bangalore
AST01071,USUALLY-6231,Desktop,Asus,2020,Expired,Noida
AST01072,RESEARCH-3004,Mobile,Asus,2024,Active,Noida
AST01073,NICE-9029,Printer,Lenovo,2024,Expired,Mumbai
AST01074,WEAR-5322,Printer,Acer,2019,Active,Pune
AST01075,WORK-4971,Tablet,Acer,2023,Active,Bangalore
AST01076,PERHAPS-9103,Laptop,HP,2019,Active,Mumbai
AST01077,WAY-7308,Desktop,Apple,2022,Active,Pune
AST01078,WHOSE-9644,Mobile,Lenovo,2020,Expired,Noida
AST01079,PAY-3523,Mobile,Dell,2024,Active,Mumbai
AST01080,GIRL-7317,Server,Asus,2021,Active,Kolkata
AST01081,VARIOUS-2124,Printer,Apple,2020,Active,Delhi
AST01082,LOCAL-2672,Desktop,Apple,2025,Active,Bangalore
AST01083,COACH-1271,Server,HP,2020,Expired,Hyderabad
AST01084,THEM-9698,Server,Lenovo,2022,Expired,Bangalore
AST01085,PHONE-2377,Printer,Apple,2023,Active,Chennai
AST01086,NO-9227,Server,Asus,2022,Expired,Hyderabad
AST01087,RECENT-5466,Printer,Dell,2022,Active,Kolkata
AST01088,OUR-7923,Desktop,Lenovo,2024,Active,Kolkata
AST01089,DINNER-5520,Mobile,Asus,2020,Expired,Kolkata
AST01090,LIST-1817,Tablet,HP,2019,Active,Mumbai
AST01091,LARGE-1870,Laptop,Asus,2019,Expired,Mumbai
AST01092,CONSIDER-9718,Laptop,Lenovo,2019,Active,Kolkata
AST01093,POPULAR-7437,Laptop,HP,2022,Expired,Noida
AST01094,THINK-3802,Desktop,Lenovo,2020,Expired,Delhi
AST01095,STUDY-1050,Laptop,HP,2024,Expired,Delhi
AST01096,LIGHT-4909,Desktop,Lenovo,2025,Active,Chennai
AST01097,FAMILY-6442,Server,HP,2020,Active,Noida
AST01098,FOUR-6473,Laptop,HP,2022,Expired,Bangalore
AST01099,EVER-1159,Mobile,Lenovo,2020,Expired,Hyderabad
AST01100,POLICE-5055,Server,Dell,2022,Active,Hyderabad
AST01101,DIFFICULT-5762,Desktop,Asus,2023,Active,Chennai
AST01102,WITH-2538,Laptop,Lenovo,2025,Expired,Noida
AST01103,SIMILAR-6747,Mobile,Lenovo,2022,Expired,Delhi
AST01104,SUCCESS-8516,Laptop,Lenovo,2021,Expired,Pune
AST01105,SPORT-8935,Laptop,Lenovo,2023,Active,Chennai
AST01106,THING-4608,Tablet,HP,2022,Expired,Noida
AST01107,AGAIN-5003,Mobile,Acer,2019,Expired,Pune
AST01108,DEAL-2462,Desktop,Apple,2020,Active,Delhi
AST01109,INTO-9927,Server,Asus,2024,Active,Delhi
AST01110,FIND-6715,Printer,Apple,2024,Expired,Delhi
AST01111,HOW-4122,Laptop,Asus,2021,Expired,Bangalore
AST01112,SPRING-8455,Mobile,Lenovo,2022,Expired,Bangalore
AST01113,NORTH-9174,Tablet,HP,2019,Expired,Chennai
AST01114,MAKE-5747,Mobile,Asus,2023,Active,Delhi
AST01115,WITHIN-5722,Laptop,Lenovo,2022,Active,Noida
AST01116,BENEFIT-4560,Printer,Asus,2019,Active,Hyderabad
AST01117,TWO-6010,Laptop,Apple,2022,Expired,Hyderabad
AST01118,PARTY-5119,Desktop,Lenovo,2019,Expired,Chennai
AST01119,BUSINESS-5434,Desktop,Acer,2019,Active,Kolkata
AST01120,STYLE-2322,Printer,HP,2023,Active,Noida
AST01121,RUN-5075,Tablet,Acer,2021,Expired,Kolkata
AST01122,CARD-2607,Printer,Lenovo,2022,Expired,Chennai
AST01123,WEAR-8140,Tablet,Lenovo,2023,Active,Mumbai
AST01124,ARM-3223,Server,Asus,2021,Active,Delhi
AST01125,DRUG-2402,Printer,Asus,2021,Expired,Chennai
AST01126,SINCE-8158,Laptop,HP,2022,Expired,Pune
AST01127,SCHOOL-6858,Server,Lenovo,2023,Expired,Noida
AST01128,NONE-7721,Server,Dell,2022,Active,Kolkata
AST01129,TOUGH-3303,Mobile,Lenovo,2019,Active,Pune
AST01130,BUDGET-9900,Mobile,Lenovo,2020,Active,Kolkata
AST01131,OPPORTUNITY-7601,Tablet,Dell,2020,Expired,Noida
AST01132,MEASURE-1890,Laptop,Dell,2025,Expired,Bangalore
AST01133,INDICATE-2595,Printer,Asus,2021,Expired,Pune
AST01134,WHERE-1997,Laptop,Acer,2025,Active,Mumbai
AST01135,RATE-3361,Mobile,Acer,2023,Expired,Chennai
AST01136,PARTNER-3535,Printer,Acer,2020,Expired,Hyderabad
AST01137,SEEM-8945,Mobile,Acer,2025,Active,Bangalore
AST01138,SING-1000,Desktop,Asus,2019,Active,Bangalore
AST01139,TECHNOLOGY-4347,Laptop,Apple,2020,Active,Noida
AST01140,CENTRAL-1911,Laptop,Lenovo,2022,Expired,Noida
AST01141,ARGUE-4849,Mobile,Lenovo,2020,Expired,Bangalore
AST01142,NATIONAL-3396,Tablet,Dell,2022,Active,Chennai
AST01143,COUPLE-4943,Desktop,Asus,2025,Active,Noida
AST01144,NOTHING-5751,Printer,Acer,2022,Active,Noida
AST01145,TYPE-5508,Server,Apple,2021,Active,Noida
AST01146,EACH-7960,Desktop,Dell,2022,Expired,Noida
AST01147,SUCCESSFUL-7380,Laptop,Asus,2019,Expired,Hyderabad
AST01148,CARD-8282,Laptop,Lenovo,2024,Active,Noida
AST01149,EFFECT-8509,Printer,Dell,2024,Active,Pune
AST01150,WHATEVER-9244,Desktop,Lenovo,2023,Expired,Bangalore
AST01151,APPLY-3480,Printer,Acer,2020,Expired,Noida
AST01152,MOVIE-3294,Printer,Acer,2024,Expired,Kolkata
AST01153,TOWARD-8925,Server,Apple,2019,Active,Delhi
AST01154,POLICY-6309,Mobile,Asus,2020,Expired,Kolkata
AST01155,OF-1736,Laptop,Acer,2019,Active,Mumbai
AST01156,USUALLY-2740,Server,Acer,2019,Expired,Pune
AST01157,BACK-4793,Tablet,HP,2025,Active,Chennai
AST01158,EFFORT-7292,Server,Dell,2024,Active,Delhi
AST01159,NOTHING-1613,Tablet,Dell,2019,Expired,Pune
AST01160,OLD-1482,Desktop,Lenovo,2023,Active,Noida
AST01161,BECAUSE-3182,Tablet,Asus,2022,Active,Mumbai
AST01162,GROUP-9046,Server,Acer,2021,Expired,Mumbai
AST01163,NETWORK-3655,Server,Asus,2020,Active,Bangalore
AST01164,NOTE-1397,Tablet,Acer,2023,Active,Mumbai
AST01165,BETTER-3302,Laptop,Lenovo,2019,Expired,Bangalore
AST01166,EVENT-4036,Tablet,Acer,2021,Expired,Mumbai
AST01167,EVERY-4399,Mobile,Apple,2025,Expired,Pune
AST01168,GO-3258,Laptop,Apple,2023,Expired,Kolkata
AST01169,OFTEN-2161,Mobile,Dell,2025,Active,Delhi
AST01170,CENTURY-2932,Server,HP,2019,Active,Pune
AST01171,THEIR-4670,Printer,Lenovo,2019,Expired,Pune
AST01172,COULD-3586,Printer,Dell,2019,Active,Delhi
AST01173,ANOTHER-1928,Mobile,Acer,2022,Active,Noida
AST01174,LATE-1491,Laptop,Lenovo,2021,Expired,Delhi
AST01175,MILITARY-6481,Laptop,HP,2020,Active,Pune
AST01176,TO-2021,Desktop,Apple,2025,Active,Hyderabad
AST01177,THIS-2159,Server,Asus,2021,Active,Noida
AST01178,DESCRIBE-5432,Tablet,Dell,2020,Active,Hyderabad
AST01179,CHALLENGE-9316,Desktop,Acer,2022,Expired,Kolkata
AST01180,SUGGEST-5971,Desktop,Dell,2022,Active,Hyderabad
AST01181,STRATEGY-4214,Mobile,Asus,2025,Expired,Hyderabad
AST01182,DISCUSSION-8899,Laptop,Apple,2023,Expired,Chennai
AST01183,SAY-7993,Mobile,HP,2022,Active,Noida
AST01184,PROVIDE-7024,Printer,HP,2019,Expired,Kolkata
AST01185,BEHIND-4902,Desktop,Dell,2019,Active,Mumbai
AST01186,NATIONAL-9785,Mobile,Dell,2022,Active,Mumbai
AST01187,CHOOSE-1931,Laptop,Dell,2025,Active,Noida
AST01188,PROBABLY-5630,Laptop,Lenovo,2020,Expired,Mumbai
AST01189,LETTER-3125,Mobile,Apple,2021,Expired,Bangalore
AST01190,AWAY-2258,Laptop,Lenovo,2024,Active,Noida
AST01191,KNOWLEDGE-6848,Desktop,Apple,2024,Expired,Pune
AST01192,SET-5795,Tablet,HP,2025,Expired,Pune
AST01193,PROTECT-9870,Mobile,Dell,2024,Active,Pune
AST01194,OFFICE-8966,Printer,Dell,2022,Active,Chennai
AST01195,BE-9535,Desktop,Lenovo,2025,Active,Bangalore
AST01196,SING-3325,Laptop,HP,2021,Expired,Noida
AST01197,SOON-1348,Server,Dell,2019,Expired,Delhi
AST01198,FUND-7294,Printer,Dell,2023,Active,Delhi
AST01199,MAGAZINE-7290,Server,Dell,2025,Expired,Kolkata
AST01200,COMMUNITY-1727,Desktop,HP,2022,Expired,Chennai
AST01201,RESPONSIBILITY-8062,Mobile,Dell,2024,Expired,Hyderabad
AST01202,FACT-6698,Laptop,Asus,2023,Expired,Delhi
AST01203,THROW-4547,Laptop,Lenovo,2025,Expired,Kolkata
AST01204,GREEN-1935,Laptop,Asus,2025,Expired,Delhi
AST01205,ALL-9761,Server,Apple,2025,Expired,Chennai
AST01206,ALONE-8656,Tablet,HP,2022,Active,Hyderabad
AST01207,SOUTHERN-5495,Laptop,HP,2021,Expired,Pune
AST01208,ACTIVITY-7465,Laptop,Asus,2023,Expired,Pune
AST01209,STATE-5104,Tablet,Asus,2021,Active,Bangalore
AST01210,AGREEMENT-6259,Printer,HP,2021,Expired,Noida
AST01211,STAGE-8207,Laptop,Apple,2019,Active,Pune
AST01212,RED-4569,Server,Dell,2022,Active,Delhi
AST01213,ROCK-6145,Laptop,Apple,2023,Active,Delhi
AST01214,AGENT-5524,Printer,Apple,2025,Active,Mumbai
AST01215,TRAVEL-3858,Desktop,Asus,2024,Active,Mumbai
AST01216,TAKE-1630,Desktop,Acer,2019,Expired,Pune
AST01217,SEVERAL-4734,Laptop,Acer,2019,Expired,Delhi
AST01218,ALLOW-6789,Mobile,Acer,2019,Active,Mumbai
AST01219,BECAUSE-2788,Laptop,Asus,2021,Expired,Bangalore
AST01220,FUTURE-2268,Desktop,HP,2023,Expired,Pune
AST01221,COMMUNITY-7815,Laptop,Acer,2025,Expired,Delhi
AST01222,SOMETIMES-1404,Printer,Asus,2020,Expired,Pune
AST01223,SITUATION-7139,Server,Lenovo,2022,Active,Chennai
AST01224,SYSTEM-1730,Printer,HP,2021,Active,Bangalore
AST01225,PUBLIC-4464,Printer,Asus,2023,Expired,Mumbai
AST01226,PAY-1534,Tablet,Acer,2022,Active,Kolkata
AST01227,BEAT-2285,Laptop,HP,2025,Expired,Bangalore
AST01228,BEAUTIFUL-9646,Laptop,Asus,2025,Expired,Noida
AST01229,RISE-5410,Desktop,Asus,2021,Expired,Mumbai
AST01230,CUSTOMER-4982,Printer,HP,2021,Expired,Pune
